ticker,FUND_EXPENSE_RATIO,FUND_ASSETS_USD,AVERAGE_BID_ASK_SPREAD,FUND_LEVERAGE,INVERSE_FUND_INDICATOR,ACTIVELY_MANAGED,ID_BB_ULTIMATE_PARENT_CO_NAME,FUND_ASSET_CLASS_FOCUS,FUND_STRATEGY,STYLE_ANALYSIS_REGION_FOCUS,FUND_MKT_CAP_FOCUS,FUND_TYP,FUND_STRATEGY,INDEX_WEIGHTING_METHODOLOGY,REBALANCING_FREQUENCY
OEW,0.4,3.344000816,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,North America,Large-cap,ETF,Blend,Equal,Quarterly
JJP,0.45,4.701280594,0.262574902,N,N,N,Barclays PLC,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Single Asset,Unknown
GBB,#N/A N/A,2.18981719,#N/A N/A,N,N,N,Barclays PLC,Specialty,Currency,#N/A N/A,#N/A N/A,ETN,Currency,Single Asset,Not Applicable
SCAP,0.9,4.765421867,1.861264122,N,N,Y,AdvisorShares Trust,Equity,Blend,North America,Small-cap,ETF,Blend,Not Applicable,Not Applicable
DTUL,0.75,5.364422321,1.108024815,N,N,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Single Asset,Not Applicable
DWLV,0.52,17.05349731,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Monthly
UAG,0.65,2.983942986,0.72043311,N,N,N,UBS Group AG,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Multi Factor,Not Applicable
GASX,0.95,6.611303806,0.341164326,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Multi Factor,Daily
EUXL,0.95,2.750929594,0.586023485,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Market Cap,Quarterly
IDHD,0.3,11.23681736,1.402172794,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Dividend,Semi-Annually
LALT,0.98,6.537254333,#N/A N/A,N,N,Y,Invesco Ltd,Alternative,Multi-Strategy,#N/A N/A,#N/A N/A,ETF,Multi-Strategy,Proprietary,Yearly
CHIM,0.65,2.341917992,2.07882492,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Emerging Asia,Broad Market,ETF,Blend,Market Cap,Semi-Annually
DXJR,0.48,4.353021622,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,#N/A N/A,ETF,Blend,Dividend,Yearly
SHNY,0.8,3.981281042,#N/A N/A,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
QLS,1.04,6.457576275,0.893871608,N,N,N,New York Life Insurance Co,Alternative,Equity Hedge,#N/A N/A,#N/A N/A,ETF,Equity Hedge,Not Applicable,Monthly
DBAP,#N/A N/A,63.95230484,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Monthly
STPP,0.75,4.214807987,1.507468519,N,N,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Duration,Not Applicable
HACW,0.36,6.020049095,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Monthly
USV,0.4,3.667999983,0.656022975,N,N,N,UBS Group AG,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETN,Precious Metals,Multi Factor,Not Applicable
KOLD,0.95,9.515764236,0.183425542,Y,Y,N,ProFunds Group,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Daily
SMMD,0.15,35.41436386,0.189104676,N,N,N,BlackRock Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Semi-Annually
GRU,0.75,4.297198772,2.746302432,N,N,N,Kingdom of Sweden,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Multi Factor,Not Applicable
DPK,0.95,3.059675455,0.430916643,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
CHII,0.66,2.025423765,3.522445058,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Asia,Broad Market,ETF,Blend,Market Cap,Semi-Annually
MLPS,0.85,1.955968022,#N/A N/A,Y,Y,N,UBS Group AG,Equity,Blend,#N/A N/A,Large-cap,ETN,Blend,Market Cap,Not Applicable
HDEZ,0.45,3.975796223,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Monthly
HDAW,0.2,24.58599854,0.396085104,N,N,N,Deutsche Bank AG,Equity,Blend,Global,Broad Market,ETF,Blend,Fundamentals,Monthly
OILK,0.65,10.71151829,0.139306213,N,N,Y,ProFunds Group,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Single Asset,Monthly
GAZB,#N/A N/A,3.463514566,#N/A N/A,N,N,N,Barclays PLC,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
QVM,0.65,4.088189602,0.702017662,N,N,N,Arrow Investment Advisors LLC,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Not Applicable,Unknown
LVUS,0.19,7.472530842,0.299636934,N,N,N,Hartford Financial Services Gr,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
SCIX,0.38,2.490513086,0.208957615,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
XTH,0.35,3.601098299,0.226944956,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
FTW,#N/A N/A,3.739862204,#N/A N/A,N,N,N,Grace Partners of DuPage LP,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Fundamentals,Semi-Annually
HYDD,0.8,3.356951714,0.260552881,Y,Y,N,Rafferty Asset Management LLC,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Quarterly
BCD,0.29,3.509734392,0.177525171,N,N,Y,Standard Life Aberdeen PLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Not Applicable,Yearly
FLQS,0.35,19.18415451,0.177891984,N,N,N,Franklin Resources Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Multi Factor,Quarterly
ITMS,0.24,3.677419186,#N/A N/A,N,N,N,Van Eck Associates Corp,Fixed Income,Municipals,#N/A N/A,#N/A N/A,ETF,Municipals,Market Cap,Monthly
TCHF,0.35,8.559996605,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
BEF,#N/A N/A,3.43457222,#N/A N/A,N,N,Y,Standard Life Aberdeen PLC,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Not Applicable,Yearly
ALFI,0.75,5.050633907,#N/A N/A,N,N,N,US Bancorp,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Proprietary,Semi-Annually
CALF,0.59,42.30653,0.097952754,N,N,N,Pacer Advisors Inc,Equity,Blend,North America,Small-cap,ETF,Blend,Fundamentals,Unknown
FXSG,0.4,3.604058504,2.037155913,N,N,N,Invesco Ltd,Specialty,Currency,#N/A N/A,#N/A N/A,ETF,Currency,Single Asset,Unknown
HEUV,0.28,2.517529488,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Monthly
SPUU,0.6,7.196899414,0.055375649,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
MRGR,0.75,5.59819603,0.551763886,N,N,N,ProFunds Group,Alternative,Event Driven,#N/A N/A,#N/A N/A,ETF,Event Driven,Unknown,Daily
XWEB,0.35,36.80528641,0.102683039,N,N,N,State Street Corp,Equity,Blend,North America,Broad Market,ETF,Blend,Equal,Quarterly
SMDD,0.95,2.276684046,0.193350758,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Mid-cap,ETF,Blend,Market Cap,Daily
FTXR,0.6,2.34088707,0.137819021,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Broad Market,ETF,Blend,Fundamentals,Quarterly
BMLA,0.7,1.734115839,#N/A N/A,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Dividend,Unknown
FLAT,0.75,4.600671291,1.327382266,Y,Y,N,Barclays PLC,Fixed Income,Government,#N/A N/A,#N/A N/A,ETN,Government,Duration,Not Applicable
SPLZ,0.45,3.550357342,#N/A N/A,Y,Y,N,Nation Field Ltd,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Quarterly
UBC,0.65,2.358252048,#N/A N/A,N,N,N,UBS Group AG,Commodity,Livestock,#N/A N/A,#N/A N/A,ETN,Livestock,Multi Factor,Not Applicable
LTL,0.95,1.014997482,0.783863193,Y,N,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Daily
EFU,0.95,3.325068474,0.398131531,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
GNRX,0.55,3.366153717,#N/A N/A,N,N,N,Van Eck Associates Corp,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Market Cap,Semi-Annually
LVHE,0.5,6.33464098,1.297336201,N,N,N,Legg Mason Inc,Equity,Value,Global,Broad Market,ETF,Value,Multi Factor,Quarterly
UJB,0.95,3.461936474,1.865936756,Y,N,N,ProFunds Group,Fixed Income,Corporate,#N/A N/A,#N/A N/A,ETF,Corporate,Market Cap,Daily
ASHX,0.6,84.01444244,0.460479687,N,N,N,Deutsche Bank AG,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Monthly
TOFR,0.55,3.325344086,#N/A N/A,N,N,N,United States Commodities Fund,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Monthly
DDG,0.95,1.94738102,0.543275127,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
FNCF,0.35,8.640137672,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
DBUK,0.45,2.181453943,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Europe,Large-cap,ETF,Blend,Market Cap,Monthly
QED,1.11,4.228160381,1.143796819,N,N,N,New York Life Insurance Co,Alternative,Event Driven,#N/A N/A,#N/A N/A,ETF,Event Driven,Not Applicable,Monthly
HEWW,0.51,0.848853827,0.481603152,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Monthly
UDBI,0.3,3.14303565,#N/A N/A,N,N,N,Legg Mason Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
ERO,#N/A N/A,1.403507233,#N/A N/A,N,N,N,Barclays PLC,Specialty,Currency,#N/A N/A,#N/A N/A,ETN,Currency,Single Asset,Yearly
BNDC,0.35,19.96481323,0.367511743,N,N,Y,Northern Trust Corp,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Not Applicable,Quarterly
DBMX,0.5,0.88876003,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,Global,Large-cap,ETF,Blend,Market Cap,Monthly
FANZ,0.69,6.431176186,#N/A N/A,N,N,N,Exchange Traded Concepts LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Quarterly
SAGG,0.45,3.050383568,0.376735518,Y,Y,N,Rafferty Asset Management LLC,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Daily
UTSL,0.95,7.486219883,0.101012624,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
MEXX,0.95,10.31550503,0.304007849,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Quarterly
INDF,0.35,3.166939497,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
REW,0.95,4.840943336,0.52447403,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
RNDV,0.5,5.378813267,0.474645676,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Quarterly
CNTR,0.35,3.352879047,#N/A N/A,N,N,N,Invesco Ltd,Equity,Blend,Global,Broad Market,ETF,Blend,Equal,Yearly
RNLC,0.6,20.07251167,0.376595734,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Large-cap,ETF,Blend,Multi Factor,Quarterly
FTXG,0.6,2.077941656,0.577441138,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Quarterly
SMLL,0.6,2.993304968,0.343423728,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Daily
SLIM,0.35,13.67653275,1.617608284,N,N,N,Janus Henderson Group PLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
HDRW,0.43,2.752475023,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Asia,Broad Market,ETF,Blend,Fundamentals,Yearly
OAPH,0.68,2.946775198,#N/A N/A,N,N,N,AGF Management Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Yearly
LSTK,0.85,0.575748563,#N/A N/A,N,N,N,Barclays PLC,Commodity,Livestock,Global,#N/A N/A,ETN,Livestock,Single Asset,Not Applicable
HEUS,0.43,1.500016332,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Proprietary,Monthly
DUSL,0.95,4.511564732,0.365030756,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
HACV,0.23,3.018083334,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Proprietary,Monthly
DEZU,0.51,2.75347805,0.256656287,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Monthly
JJU,0.45,4.052299023,0.705653036,N,N,N,Barclays PLC,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Single Asset,Not Applicable
GAZ,0.45,3.463514566,0.849488223,N,N,N,Barclays PLC,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
DBES,0.45,3.030278921,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,#N/A N/A,Small-cap,ETF,Blend,Market Cap,Monthly
USOU,1.84,13.29793262,0.344671874,Y,N,N,United States Commodities Fund,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Proprietary,Daily
CNDF,0.35,3.437466383,#N/A N/A,N,N,N,BlackRock Inc,Equity,Growth,#N/A N/A,Large-cap,ETF,Growth,Multi Factor,Semi-Annually
DDJP,#N/A N/A,1.263002396,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Multi Factor,Yearly
DEFA,0.35,8.295518875,0.232067568,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Multi Factor,Monthly
TPOR,0.95,3.735300064,0.676871891,Y,N,N,Rafferty Asset Management LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
UBM,0.65,1.754959941,#N/A N/A,N,N,N,UBS Group AG,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Multi Factor,Not Applicable
UTLF,0.35,2.707130671,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
HJPX,0.48,2.691503525,0.563688313,N,N,N,BlackRock Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Market Cap,Monthly
VMAX,1.25,2.553581715,#N/A N/A,N,N,Y,#N/A N/A,Specialty,Specialty,#N/A N/A,#N/A N/A,ETF,Specialty,Proprietary,Daily
ICOW,0.65,33.25883102,0.260677773,N,N,N,Pacer Advisors Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Fundamentals,Unknown
SIJ,0.95,2.172242403,0.669333942,Y,Y,N,ProFunds Group,Equity,Blend,North America,Large-cap,ETF,Blend,Market Cap,Daily
FTXN,0.6,10.85469913,0.56324467,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Quarterly
IDMO,0.25,2.65605545,0.617343907,N,N,N,Invesco Ltd,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Multi Factor,Quarterly
TBLU,0.4,4.492272854,0.692385481,N,N,N,Mariner Holdings LLC,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Proprietary,Quarterly
LRGE,0.59,146.1925049,0.279693304,N,N,Y,Legg Mason Inc,Equity,Growth,Developed Market,Large-cap,ETF,Growth,Not Applicable,Unknown
FITS,0.5,2.535308838,#N/A N/A,N,N,N,Janus Henderson Group PLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Market Cap,Quarterly
ICAN,0.5,4.273312569,#N/A N/A,N,N,N,Serenityshares Investments LLC,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Quarterly
BAR,0.1749,515.8770142,0.143334403,N,N,N,Graniteshares Advisors LLC,Commodity,Precious Metals,#N/A N/A,#N/A N/A,ETF,Precious Metals,Single Asset,Unknown
URR,0.65,2.156193972,41.85121687,Y,N,N,Morgan Stanley,Specialty,Currency,Asia,#N/A N/A,ETN,Currency,Single Asset,Daily
EMBH,0.48,7.435590744,0.308713938,N,N,Y,BlackRock Inc,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Proprietary,Monthly
EMBU,0.95,1.046684742,#N/A N/A,Y,N,N,Rafferty Asset Management LLC,Fixed Income,Aggregate,#N/A N/A,#N/A N/A,ETF,Aggregate,Market Cap,Quarterly
YLDE,0.6,4.572101593,0.224839864,N,N,Y,Legg Mason Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Not Applicable,Not Applicable
SPVM,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security,#N/A Invalid Security
KEMP,#N/A N/A,7.026089668,#N/A N/A,N,N,N,Krane Funds Advisors LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Proprietary,Semi-Annually
USMF,0.28,94.17331696,0.252587366,N,N,N,WisdomTree Investments Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Quarterly
SPMV,0.1,1.470863342,0.134144899,N,N,N,Invesco Ltd,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
DFND,0.85,5.154838562,1.174091674,N,N,N,Reality Shares Inc,Alternative,Equity Hedge,Developed Market,#N/A N/A,ETF,Equity Hedge,Multi Factor,Yearly
COMG,0.35,6.199276447,0.26939566,N,N,Y,Graniteshares Advisors LLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Proprietary,Yearly
CNSF,0.35,2.533630133,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
VSMV,0.35,41.52218246,0.197911346,N,N,N,Victory Capital Advisers Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Multi Factor,Semi-Annually
MFLA,#N/A N/A,1.929634213,#N/A N/A,Y,N,N,Barclays PLC,Equity,Blend,#N/A N/A,#N/A N/A,ETN,Blend,Unknown,Unknown
ERGF,0.35,2.826367378,#N/A N/A,N,N,N,BlackRock Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Multi Factor,Semi-Annually
IOIL,0.76,3.086339951,#N/A N/A,N,N,N,New York Life Insurance Co,Equity,Blend,North America,Small-cap,ETF,Blend,Market Cap,Quarterly
PFFD,0.23,279.0610962,0.196731117,N,N,N,Mirae Asset Daewoo Co Ltd,Fixed Income,Preferred,#N/A N/A,#N/A N/A,ETF,Preferred,Market Cap,Quarterly
EMLB,#N/A N/A,1.582872868,#N/A N/A,Y,N,N,Barclays PLC,Equity,Blend,#N/A N/A,#N/A N/A,ETN,Blend,Market Cap,Yearly
TETF,0.64,5.54486227,0.300709657,N,N,N,Penserra Capital Management LL,Equity,Blend,North America,Broad Market,ETF,Blend,Proprietary,Unknown
AMCA,0.15,11.19346809,0.195819692,N,N,N,BlackRock Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Yearly
OBOR,0.8,20.68783951,0.349104934,N,N,N,Krane Funds Advisors LLC,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Proprietary,Quarterly
HEWC,0.51,39.31748581,0.403500264,N,N,N,BlackRock Inc,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Monthly
SQLV,0.6,7.567430019,0.096364686,N,N,N,Legg Mason Inc,Equity,Blend,Developed Market,Small-cap,ETF,Blend,Multi Factor,Quarterly
VESH,0.74,1.119220257,#N/A N/A,N,Y,Y,Virtus Investment Partners Inc,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Unknown,Unknown
BOSS,0.45,3.931265831,1.154902409,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Yearly
DHDG,0.48,28.68264771,0.315962735,N,N,N,WisdomTree Investments Inc,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Yearly
BFIT,0.5,17.59922981,1.283097059,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Market Cap,Yearly
HDEE,0.65,2.383884907,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,Developed Asia,Broad Market,ETF,Blend,Fundamentals,Monthly
MELT,0.45,2.48948288,#N/A N/A,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Market Cap,Quarterly
XINA,0.65,4.955300331,#N/A N/A,N,N,N,State Street Corp,Equity,Blend,Emerging Market,Broad Market,ETF,Blend,Market Cap,Quarterly
DBSE,#N/A N/A,2.205176592,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Monthly
SZO,#N/A N/A,10.17358017,#N/A N/A,Y,Y,N,Deutsche Bank AG,Commodity,Energy,#N/A N/A,#N/A N/A,ETN,Energy,Single Asset,Not Applicable
DBIT,#N/A N/A,2.107088566,#N/A N/A,N,N,N,Deutsche Bank AG,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Monthly
DWAC,0.99,2.56120491,#N/A N/A,N,N,Y,Elkhorn Investments LLC,Commodity,Broad Based,#N/A N/A,#N/A N/A,ETF,Broad Based,Not Applicable,Monthly
SDD,0.95,3.207813501,0.564312991,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Small-cap,ETF,Blend,Market Cap,Daily
MOM,0.75,7.689143658,2.06445712,N,N,N,AGF Management Ltd,Alternative,Equity Hedge,Europe,#N/A N/A,ETF,Equity Hedge,Equal,Monthly
IPOS,0.8,2.136205673,1.806890744,N,N,N,Renaissance Capital LLC,Equity,Blend,Developed Europe,Broad Market,ETF,Blend,Market Cap,Unknown
SFLA,#N/A N/A,2.216656208,#N/A N/A,Y,N,N,Barclays PLC,Equity,Blend,#N/A N/A,Broad Market,ETN,Blend,Proprietary,Yearly
UTLZ,0.45,2.225954771,#N/A N/A,Y,Y,N,Rafferty Asset Management LLC,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Quarterly
WUSA,0.33,2.336020708,#N/A N/A,N,N,N,WisdomTree Investments Inc,Equity,Blend,Global,Broad Market,ETF,Blend,Fundamentals,Yearly
JJT,0.45,4.539385319,0.404261931,N,N,N,Barclays PLC,Commodity,Industrial Metals,#N/A N/A,#N/A N/A,ETN,Industrial Metals,Single Asset,Unknown
FTXH,0.6,6.165167809,0.743280711,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Quarterly
SIZ,0.75,1.823151946,1.88665651,N,N,N,AGF Management Ltd,Alternative,Equity Hedge,#N/A N/A,#N/A N/A,ETF,Equity Hedge,Equal,Monthly
EDOW,0.5,52.83191299,0.2207702,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Large-cap,ETF,Blend,Equal,Quarterly
USOD,2.19,4.623259068,0.508112587,Y,Y,N,United States Commodities Fund,Commodity,Energy,#N/A N/A,#N/A N/A,ETF,Energy,Proprietary,Daily
AMLX,0.85,0.485313386,#N/A N/A,N,N,Y,Amplify Investments LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Not Applicable,Not Applicable
RNMC,0.6,11.90855122,0.289662491,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Mid-cap,ETF,Blend,Multi Factor,Quarterly
RNSC,0.6,6.129207134,0.387076413,N,N,N,Grace Partners of DuPage LP,Equity,Blend,North America,Small-cap,ETF,Blend,Multi Factor,Quarterly
FTXD,0.6,7.828222752,0.473260915,N,N,N,Grace Partners of DuPage LP,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Fundamentals,Quarterly
ICI,#N/A N/A,0.603974462,#N/A N/A,N,N,N,Barclays PLC,Specialty,Currency,#N/A N/A,#N/A N/A,ETN,Currency,Equal,Yearly
SBM,0.95,0.925272703,0.245306397,Y,Y,N,ProFunds Group,Equity,Blend,Asia,Broad Market,ETF,Blend,Market Cap,Daily
DIRT,0.85,1.084856749,#N/A N/A,N,N,N,Barclays PLC,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETN,Agriculture,Single Asset,Not Applicable
EFAS,0.55,7.117673874,0.589059284,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Developed Market,Broad Market,ETF,Blend,Equal,Yearly
SCC,0.95,0.568951666,0.30202439,Y,Y,N,ProFunds Group,Equity,Blend,#N/A N/A,Large-cap,ETF,Blend,Market Cap,Daily
WEAR,#N/A N/A,1.601347446,#N/A N/A,N,N,N,Exchange Traded Concepts LLC,Equity,Blend,#N/A N/A,Broad Market,ETF,Blend,Equal,Semi-Annually
USAG,0.8,1.579461455,#N/A N/A,N,N,N,United States Commodities Fund,Commodity,Agriculture,#N/A N/A,#N/A N/A,ETF,Agriculture,Proprietary,Monthly
FINZ,0.95,1.312799096,1.069788236,Y,Y,N,ProFunds Group,Equity,Blend,North America,Broad Market,ETF,Blend,Market Cap,Daily
FAZZ,0.45,1.679837704,#N/A N/A,Y,Y,N,Rafferty Asset Management LLC,Equity,Bear Market,#N/A N/A,Large-cap,ETF,Bear Market,Market Cap,Quarterly
CHIE,0.66,1.636985064,4.074066803,N,N,N,Mirae Asset Daewoo Co Ltd,Equity,Blend,Asia,Large-cap,ETF,Blend,Market Cap,Semi-Annually
